label,text
disgust,A student who lives in the same house where I live is an alcoholic. He tries to manipulate other people with his money when he has drunk too much.
shame,When I went to a disco with a friend I started behaving badly embarrassing him without reason.
guilt,"When I talked to another student about the notes she got last semester, not knowing that she got a lot of bad grades."
joy,When I got my drivers licence.
fear,When I stayed alone in a house in Great Brittain and there was a lot of rumour in the newspaper about a murderer still being free.
anger,The stories about the way my grandmother treated my mother.
sadness,When my mother was proved to suffer from a very serious disease.
disgust,The stories about my aunt who was beaten and humiliated by my uncle.
shame,"I omitted to do a favor to a friend, while he was very much in need for help."
guilt,When I had a little accident with my boss'car.
joy,Every year during carnival I am very joyful I have an intense feeling of happiness then.
fear,The only event I can remember is having a nightmare when I was very young (3 years old) I dreamt about a machine which was going to crush me.
anger,I am usually angry at myself. This happens often. For instace when I want to pet without falling in love and it soon proves that I have fallen in love with him.
sadness,Losing a boyfriend for the second time to my friend. He fell in love with her. The same thing happened a few months earlier with another boyfriend.
disgust,There is a person whom I disgust. Evrey time I see her I get this terrible feeling I disgust her whole appearance.
shame,When I am angry at someone without a good reason. Later on it proves that he didn't do anything wrong.
guilt,My mother always evokes feelings of guilt in me. For instance when I miss the last bus I know she will be concerned for me and stay awake till I arrive.
joy,When I came again in contact with a girl I liked very much. And most important she also liked me.
fear,DO NOT REMEMBER.
anger,After a hard day at the university I also had to make dinner that evening. It failed because of a frying pan which broke.
sadness,When my father had a cerebral hemorrhage.
disgust,A story I heard recently about a baby dying after sexual abuse.
shame,During a party I overheard a conversation about china. When I wanted to give my opinion one of the people came out to be Chinese and his opinion was right of course.
guilt,When I didn't bring my girlfriend home one night. Later she told me that a cardriver solicited her.
joy,When an old schoolfriend phoned me to arrange an appointment to talk about old memories. I hadn't seen him for 8 years.
fear,Standing in a crowed shop or in a closed room with too much people in it. This gives me a fearful experience.
anger,My older brother who gives me unwanted advices about problems in my relationship with my girlfriend.
sadness,My girlfriend left the house in which we lived together a few months ago. This made me very sad.
disgust,"When my parents behave very \witty\"" towards me, they make insipid jokes about which they laugh. Or my mother who treats me like a little child."""
shame,Making an unexpected talk with a professor in the canteen. This made me shy.
guilt,"Flirting with other girls while I already had a very good relationship. When there are problems in my relationship, the flirting increases as does the feeling of guilt."
joy,"Occurs frequently. A recent experience: when going out with many friends, nice music, after the examinations, I felt so happy I could have embraced everybody."
fear,"I lived alone in a repulsive area in the city of Rotterdam. I was annoyed, heard a lot of Burglary and assaults. Especially in the evening and the night I frequently felt anxious."
anger,Being treated unfairly and being hurt by someone I love.
sadness,"When I finished a relation after four years, leading to much sorrow for the other one and myself (\although it was the best solution\"")."""
disgust,"Every time I meet a certain person. We cannot get on well together, we dislike each other."
shame,When coming up for trial because of shop lifting.
guilt,Being catched when stealing.
joy,I fell over head and ears in love with someone who appeared to be in love with me. it made me so happy that I could hardly sleep and eat for one week.
fear,One night I had to bike home all alone after a party. Then I found out that I was pursued by a man in a car.
anger,"I had a quarrel with my father, because I was of the opinion that he decided in an authoritarian way which TV program we should watch. I became very angry and started throwing things through the room."
sadness,"My boyfriend finished our relationship when I started studying psychology in Nijegen, because then we would not be able to meet frequently anymore."
disgust,"A friend had a quarrel with the mother of her boyfriend because she and her friend decided to go and live together. She needed money for removal, then she made a great effort to reconcile."
shame,"I was catched when, as a little girl, I played tricks. I was very startled then and wet my pants."
guilt,"I was of the opinion that 12.00 pm was too early to be back at home after going out, so I stayed away longer, knowing that my mother would be worried."
joy,I was called and invited to have a talk about a job I wanted to have.
fear,Once late at night (around midnight) a person asked me to give him a lift. He suddenly tried to attack me but I could escape. After this he followed me for a little while.
anger,There was a lot of irritation between me and a person who lives in the same house where I live. Suddenly it became too much for me and I accused him of several things.
sadness,The end of a relationship (after 4 years) by doing this I hurt the other person very much.
disgust,I saw a terrible accident in which the driver of a motor was thrown through the frontwindow of a car. His face was completely away.
shame,I am troubled by hair growing in my neck. I was troubled by this for a long time and was much ashamed when someone brought his/her hands close to my face.
guilt,Against the will and without the approval of my parents I went for a few days to my boyfriend in Germany.
joy,When a friend of me came for an unexpected visit.
fear,When I thought the house was on fire at night.
anger,When I was at an official meeting I asked a question to a person. His response was not directed at me but at the chairman.
sadness,When the mother of a good friend of mine died.
disgust,A teacher was very blunt in his relation to a child so that the child was very upset when arriving at home.
shame,I was very angry at someone.
guilt,That I didn't take the time to make an appointment with someone.
joy,After I saw my family and good friends back after staying one year in a foreign country. 
fear,When a good friend of mine behaved in a very cool manner to me for a very long time.
anger,I was in the library of medical psychology and walked into the wrong direction. A man who came out of a room threated me very denigrating and I became very angry in a resisting manner.
sadness,A good friend of mine died. During the funeral I felt an intense feeling of sadness.
disgust,When an uncle of mine who is very ill started to cough wich sounded very dirty. (He can't help it of course).
shame,At Christmas night there was a good movie on television which I wanted to see for years. I was whining about it till someone told me it was very childish. Then I felt shame.
guilt,A good friend of mine who is at the moment in a foreign country. I didn't write her for several months and now I feel guilty.
joy,When I go out with my friend with enough money and good sense to our favorite dancing.
fear,When going out I am threatened regularly by two punk-girls.
anger,A friend started to shout at me. He called me an old frump.
sadness,My relationship with a boyfriend was finished and I didn't succeed a years-course.
disgust,My father is someone I disgust. So when he comes close to me a feeling of disgust overwhelms me. When I stay a week-end at my parent's place I will remember it for long time.
shame,After a party in which I made love with a boy in public. Later on I heard that others were talking about me and called me a slut.
guilt,"When I got associated with a boy one year ago, I neglected my best friend. When the relation with this boy finished she behaved very easy-going towards me. I felt guilty then."
joy,When I made the winning goal during a very important football game.
fear,A terrible cloud-burst started when we were camping in a tent on a great bald field.
anger,"Seeing for the first time pictures about the so called \treatment\"" of Jewish people in Nazi-Germany during World War II."""
sadness,The death of my mother-in-law after a long sick-bed. at the moment of dying I was with her.
disgust,I was looking at a one-man show on television. He told very disgusting things so that I started to be disgusted with it. (Later on it proved that this was his intention).
shame,I was drinking a glass of wine and eating something when there suddenly appeared pictures about the famine in some parts of Africa.
guilt,When I don't go to my parents on Sunday and phone them to tell them that I have to study. The truth is that I listened to sports on the radio.
joy,When it appeared that I was not pregnant when I was several weeks overtime.
fear,The same situation as with sadness. I was afraid about what my parents would further do to distroy my relationship.
anger,Once again my parents distroyed a relationship.
sadness,I had this feeling when my parents distroyed a relationship with a boy because they thought he was bad and irresponsible.
disgust,After the accident which I described in SHAME. I came to myself and saw how terrible everything looked like. I disgusted myself and everything I saw.
sadness,A sudden end to the relationship with my first girlfriend.
disgust,I heard part of a conversation in which one talked very low about women.
shame,"In an important situation for me, my father behaved inadequately."
guilt,When I took the car of someone without saying it to him.
joy,I felt joy when I heard that I was accepted for the Free University in Driebergen.
fear,When a good friend of me told me one evening that she didn't want to live anymore.
anger,"I felt anger when at the end of a telephone call, a good friend told me that she would go to travel next year with another good friend. We couldn't talk this out."
sadness,I was very sad when I had to leave persons with whom I had a very intense relationship I also had to leave the environment which was part of this.
disgust,I felt disgust after watching a picture on television about torturing political prisoners in India (this happened in the India of Indira Ghandi).
shame,I made a very insulting remark against a person whom I care for very much. This event was caused by a third person who didn't like the person I insulted.
guilt,I felt guilt towards my mother when I went to live on rooms in Nijmegen where I study.
joy,When my boyfriend and I went out for a dinner and subsequently went to his family. We had a very nice evening.
fear,When I walk through streets late at night. This is because I and my friends were attacked one night without any reason for it.
anger,When I got the feeling that I had to do all the housekeeping while my boyfriend didn't do anything. This happened in a period of exams when I had to study very hard.
sadness,When my best friend got a boyfriend. Because of this a relationship of ten years was finished abruptely.
disgust,I feel disgust when hearing or seeing other people being treated inhumanely. For example torturing in chili.
shame,In my opinion guilt is a feeling which goes together with shame. Here then I refer to the situation of guilt.
guilt,When I became angry at my boyfriend without any reason. I know he cannot bear me being angry at him and that he can't study anymore then.
joy,The day I heard that I passed the high school exam.
fear,"I was living in rooms in a very lonely, quiet neigbourhood. During the night it was very silent and this frightened me. The fact of being alone in that house frightened me."
anger,We had to move to a very different city because the company where my father worked also moved to that place. It was very difficult for me to make new friends than.
sadness,A very close friend of mine died. I read it in the newspaper. I didn't know what to do and thought about it the whole day.
disgust,A girl who also hires a room in the house where I live always tries to make a quarrel with everyone available she disgusts me.
shame,A teacher spent a lot of time helping me without wanting to be paid for it. For the exam I didn't got a good grade and I felt ashamed.
guilt,I knew I had to take an exam very soon but yet I couldn't start studying. I also knew it was very imprtant to succeed the exam this time.
joy,"When Christmas holiday started, I felt very joyful when I finished my last exam."
fear,I was raped once when I went through a dark alley at the back of our house. The man pushed me in the bushes. I fought back and succeeded to escape.
anger,I was very angry at my father when he didn't give me as much money as my brother to use for studying. Once again my brother was better off then me.
sadness,When my gradmother died.  I felt very sad then ... The feeling started to be worse after a while.
disgust,When I ate a rotten apple.
shame,When I didn't meet an appointment I had made. The person phoned me but I thought of something (I told I was ill) so that I didn't have to go.
guilt,When I have to take exams I am very excited and have not much time for the housekeeping. Then my friend has to do everything.
joy,My boyfriend was playing with my cat. He was playing games with her and telling nice things to her. 
fear,When I slept for the first time all alone in the house where I live now. A man phoned me at 2.00 am. He wanted something from me. I was afraid.
anger,My boyfriend told me that I had very high demands towards him. In my opinion this was wrong.
sadness,"I hadn't been at my parent's place for a long time. When I went to visit them I had high expectations, but when I was there it was very different from what I expected."
disgust,I read a story in the newspaper about butchers treating their animals very badly. They disgusted me.
shame,"I was eating in a very nice restaurant, when the servant asked whether I liked the food I told him that I liked it but that there was one thing which wasn't so good. The servant than worked very hard to make it good."
guilt,A few weeks ago I thought about an exam I had to take soon. I remembered this just before I had to go to sleep. I felt guilt because at the beginning of the year I planned to succeed.
joy,During my high school time I succeeded to play a concert of Mozart on the piano when I gave my first performance I succeeded to play it very well.
fear,"When a car ran into me. The moment that I felt on the street I thought \This is my end, I am going to die\""."""
anger,When our cat was killed in a car-accident I was very angry at the driver of the car because he didn't take enough care.
sadness,"There is a boy who I love very much. I asked him to have dinner with me, but he refused I don't know why he didn't go with me, but I felt very lonely."
disgust,I saw a dog who was eating excrements.
shame,During my Highschool time I was chairman of the student's comitee. In this function I once had to make a speech to a large audience and I was very nervous. After three sentences I forgot my text.
guilt,"During a holiday in East-Germany I got aquainted with a boy who lived there. We started writing, but I only wrote once. I felt ashamed because I probably was one of his sparse contacts with western Europe."
joy,When I saw a good friend again after not having seen her for a long time.
fear,When I slipped on a glazed frost road and a car almost ran into me.
anger,When people without my permission pry in my belongings and take things out of it.
sadness,When I noticed that my parents were not in such a prosperity as most people in my surroundings.
disgust,Seeing a pornographic movie in which animals were used.
shame,When I went for the first time in my life to a nudist-beach.
guilt,I was caught sneaking sweets.
joy,When I went to visit a friend in the hospital. She had to undergo an operation for rupture. I was glad to hear that the operation succeeded and that she was relieved of her pain.
fear,"I had an appointment with a good friend. He came 3 hours later than we agreed upon. During the last hour of waiting I was afraid something might had happened, because usally he is in time."
anger,I worked together with another student on a computer-assignment. She didn't do her best and didn't prepare herself for it. She expected me to explain it to her.
sadness,I had a quarrel with a good friend about the fact that I didn't pay her a visit when she expected me to come. Hereafter I was very sad because it became a real quarrel.
disgust,I was hitch-hiking when a man stopped and gave me a lift to Nijmegen. During the ride he asked me whether I was in for fun. The man was fat and tatooed.
shame,I forgot something I agreed upon with a good friend.
guilt,"I became very angry with my friend because he didn't do shopping, while we agreed on him doing this. My being angry was proved to be without reason and I felt guilty about it."
joy,When I got the positive result of my examination to achieve the Bachelor Degree in Plychology.
fear,When I was 12 years old I frequently was pursued by others and got sound thrashes.
anger,"My girlfriend one day went out and promised to be back at 6.00 pm however she first arrived at 10.00 pm, without a message (we had to go out that evening)."
sadness,When my girlfriend decided to finish our relation.
disgust,When once again I drank too much and felt very rotten the morning after.
shame,When I overslept for the second time on the day I had an examination.
guilt,"When having a relationship, I made love with another girl."
joy,When the girl with whom I am in love smiles at me.
fear,When biking and I felt very bad (problems with heart and respiration).
anger,"When a discussion resulted in an insult, which in my opinion, was not justified."
sadness,When I realized that it did not make much sense to start a relationship with a girl who was not very constructive to establish a firm relationship.
disgust,When I had to finish those big amounts of homework in time.
shame,"When I gave water to the plants of a friend. Then one plant fell over, and a little statue broke. I, of course, had to tell him everything."
guilt,When I had broken a piece of glass of the refrigerator by putting a hot pan in it.
joy,On my birthday when several good friends came to visit me.
fear,I went to the apartment of my boyfriend and saw some people before his door. I thought that something had happened.
anger,"My father called me (behind my mother's back) and told me that my mother disapproved my behavior in the weekend. However, he didn't tell me the details and left me with unanswered questions."
sadness,"I felt very lonely, was very dissatisfied with myself when I realised that I could feel very jealous of other women because of my boyfriend."
disgust,"A scene in a film in which one man repressed another one. By concidence, their position was reversed. The other man was repressed in an identical way as he did before."
shame,When I do not succeed in making myself clear to other people. When they do not understand what I say.
guilt,After the death of a girl who I disliked.
joy,"I felt joyful when my boyfriend met me at the station, while at first he had said that he would not do that."
fear,"I was very startled when, at night at 2.00 am, a boy approached me and yelled \I fuck you\"", then however he stopped and laughed at me."""
anger,When someone does not listen to me after having asked me to repeat what I said. This happened more than one time with the same person.
sadness,I felt very sad when I heard that a friend had committed suicide.
disgust,One night I saw a man being knocked down by two other men. The victim was kicked against his head.
shame,When I made acquaintance with the parents of my boyfriend for the first time. They spoke Limburgian (a dutch dialect) and one of my first remarks was that I disliked Limburgian dialect.
guilt,When I cancelled an appointment with an idle story. Afterwards it appeared that the person had looked forward to it and reserved time for it.
joy,"For a few days I felt very miserable, distressed and listless, with crying fits. When this was over I felt very happy, although there was no special reason."
fear,"I was testing my new roller skates in the street, suddenly a dog ran barking in my direction, very threatening. I was very startled and terribly upset."
anger,"Out on a weekend with a group of people, everybody felt irritated because at night the music didn't stop in time. And at breakfast my boyfriend ran away because we didn't agree with him. I felt angry."
sadness,Recently I felt very sad without any reason. It lasted for a few days. There was nothing I liked in that period.
disgust,"Someone told me a story of Amnesty International: a boy was killed and his head was put in the litter of his girlfriend. It looked as if she was pregnant, then she died. It is disgusting, I can hardly write it down."
shame,I cried for 3 hours because I felt very miserable. Then I called my boyfriend and he said lovely things to me. After this feeling disappeared I felt ashamed.
guilt,Yesterday my boyfriend and I wanted to play billiards. However there were boys playing (5 times). My boyfriend then is fed up and chagrined. In such case I think it is my fault.
joy,When my boyfriend and I experience something nice or when we have made a nice walk together.
fear,The weather is very bad (fog and slipperiness) the newcast reports many traffic accidents and my boyfriend is driving home and still has 60 kilometers to go.
anger,Someone told me that he would stay at my home for one night. Therefore I made big efforts to make everything ok (food). One day before he cancelled the appointment because he had to go to church with his parents.
sadness,We had to take our cat to the vet for mercy killing (an injection).
disgust,"When people are eating unsavoury (smacking, belching, speaking with food in their mouth, etc.)."
shame,"A girl in our class was nicknamed \fatsy\"". Later, I heard that she suffered from diabetes mellitus."""
guilt,I made an appointment to pick up someone. However I arrived too late and she had to wait a quarter of an hour.
joy,One night I had a very good conversation with two friends. I then realized how worthy they were for me and how happy I was to have them as friends.
fear,In the morning just before going to the dentist.
anger,When a very close friend with whom I have a very intimate and bodily relationship (he had a girlfriend) started to avoid me and didn't want to talk to me any more.
sadness,When a good friend with whom I had an intimate relationship made clear that he didn't want to continue in the same way. He choose his girlfriend (also a friend of mine).
disgust,When I made love with someone who I didn't really love. Sometimes I even considered him unlikable.
shame,I had a short lasting sexual relationship with someone I didn't love.
guilt,When I realized that I avoided two good friends with whom I always shared toys and sorrows. I made up idle stories to avoid telling them what happened to me.
joy,"My boyfriend suffered form ill health for some months, this week the physician told him that he was restored to health."
fear,"When going out in the weekend I have to bike 5 kilometers through lonely and dark polders, then I always have terrifying fantasies."
anger,"I made an appointment with a friend to drink coffee togehter. However, for the third time in that week she arrived an hour too late."
sadness,My dear hamster (called Hannes) died at the age of 2 and 1/2 years. His shape forced me to mercy killing (an injection).
disgust,I read a newspaper report that a little boy was forced to look while his sister was raped.
shame,We had made an appointment to complete together a piece of work. It appeared that I was the only one who hadn't prepared anything.
guilt,"I call my mother at least once a week. However last week I completely forgot. This morning she called me, she thought I felt ill."
joy,After the funeral of an acquaintance I felt very depressed. That feeling turned into joy when I heard that I had achieved a good grade for an examination.
fear,I had to call someone and make an appointment for a conversation. I was very afraid to fail.
anger,"When, after having cleaned up the kitchen, two hours later I saw that there was a big mess. It irritated me very much."
sadness,One night I was called and told that the father of a close friend died. When I visited my friend at home and when attending the funeral I felt very sad.
disgust,I cannot remember exactly such a situation. But I know that once I went to a very dirty lavatory and that disgusted me.
shame,"Once by coincidence I clutched a stranger (in a rather intimate way), thinking it was my boyfriend. When by hindsight I feel ashamed when thinking about it."
guilt,"I once torn the inner tube of a bike, that was not mine. Then I saw it was a brand new one. I felt very guilty then."
joy,"When I found out that the girl, with whom I was in love, loved me too."
fear,"When my mother threatened me with thrushing me of the stairs, when I once more should make a comment."
anger,When being made look a fool by the teacher in front of the class during a turn.
sadness,My mother unjustly became very angry with me and sent me to my room while my father explained that the way she saw things was not correct. I had done things with the best intentions.
disgust,My mother was very angry with my little sister and told her to put her hands on the table in order to beat her hands up. She forced by means of her power.
shame,"A friend came for dinner with me at home. His parents are ordinary people. My mother, however, used the very expensive porcelain dinner-service and the silver cutlery. I felt very ashamed."
guilt,"Once after falling in love, I imagined that particular girl to be perfect and completely overshadowing my girlfriend. Afterwards I realized that this image was not objective. I felt guilty against both girls."
joy,Once a week I work as a volunteer in a biologic garden. this work in the garden and the contact with other volunteers filled me with joy. They also gave me support after I failed passing my driver's test.
fear,My friend and I planned to search for old documents and utensils in the cellar. It was very late at night when we arrived in the cellar. He indicated the place where the police (40 years ago) found two dead bodies. I got very scared when he told me this story.
joy,"When someone made me a compliment after an examination just at the moment I needed it. It was amicable, hearty and sincere."
fear,"When I went up the stairs in a high, dark house full of shadows, passed a door and had the feeling that someone or something was behind me, although I knew I was alone."
anger,"A friend told me it would be better for me not to be on familiar terms with another friend, although, in my opinion he had no reason to say such things. He only said so hoping that I would search support from him (that, however, was not necessary)."
sadness,"I had a good relationship with two friends. Once without reason, they clearly showed that they thought I was naive, dull and unable to take care for myself, while I expostulated that I could manage things."
disgust,"When I see that some people remain cold and egoistic with regard to close friends, even in situations that those friends need them."
shame,"When I state things with great positiveness and try to convince others, and it appears that my statement is not right."
guilt,"A certain friend evokes positive feelings, when I am with him but negative feelings when he is not present. I feel the need to express those negative feelings. However, when I speak about him, I always think: Why do I like this, he does not deserve this, but still I do so."
joy,"A few days ago, I hitch-hiked to Arnhems with a friend. Everything went well: they picked us up very quickly, the sun was shining, I was feeling free and, for the first time after long time, happy. I really had the feeling that I was living at full speed."
fear,"My grandmother several times has been struck by cerebral hemorrhages. Until now she recovered well each time, but there is always the threat to loose her."
anger,"I had made an appointment with three friends. We had to go out together. When I arrived at the place, the other persons weren't there. I became very angry because I thought they were gone without me. That, however, didn't appear to be the case."
sadness,"I finished the relationship with my boyfriend, after having felt myself very unhappy for a long time."
disgust,"A few days after I had finished the relationship with my boyfriend, we had a quarrel. Then he hit me. At that moment I found him disgusting."
shame,I was taking a shower in a cubicle in France. Then I discovered that a few children were loking at me from the adjacent cubicle.
guilt,"I know that a certain person feels very lonely, and that she always looks forward to seeing me. However, often I am too busy to visit her, then I feel guilty."
joy,"A close relative of mine underwent a difficult operation, and everything turned out fine."
fear,When I get into the tube or the train without paying for the ticket.
anger,"A class-mate urged me to carry out a particular protest along with him, and when the time came this fellow drew back while I had to face the situation."
sadness,When I failed the entrance exam to IMEC.
disgust,When I saw someone eating live worms.
shame,When I was a child my parents caught me with a pornographic magazine.
joy,When they told me that I had got a study grant.
shame,When I wore a grotesque figure hanging down my back.
guilt,Because I had not studied.
joy,When my father was saved from a severe work accident.
fear,When I was a child I hid under the sheets out of fear of darkness.
anger,When I first saw a person begging.
sadness,When my basket ball team lost the qualification at a final.
disgust,When I see rotten meat.
shame,When a person whom I do not want to see is continously present.
guilt,When I failed an exam I thought I could pass easily.
joy,When I got to know that I had passed the university entrance exam.  I thought that I had done one of the exams badly.
fear,"When I was very young, one day, I was in the street with my father and brother.   While my father was talking to some friends, I saw a dog and began to pat it.  My father told me sharply to stop doing it because the dog had mange.  Then my brother told me that I would die and I could not stop crying after this."
anger,"We hitch hiked our way back from a town rather drunk.  We were dropped in another town which was unknown to us.  I needed to urinate, so I did it on a wall which turned out to belong to the military headquarters.  They arrested me and made me pay a fine of 500 pts.  We had to go home on foot (6 km) since it was too late for anyone to give us a lift."
sadness,"I was to meet a girl in a discotheque.  She was very pretty and I was very happy.  But she did not turn up.  Thank God, there were some other friends there and I was able to have a more or less good time."
disgust,"I had a class-mate who was rather stupid.  I did not like him but I respected him.  When he tried to talk to someone, they would not listen to him and I could not bear seeing this."
shame,"I met a friend in a discotheque. he was with a girl and he told me that she was not his girlfriend.  I, to say something, commented that she must be a viscious woman.  He then told me that she was his girl."
guilt,"I went to a pub with a group of friends (not very close) and I was with one girl most of the time, while the other girls in the group wanted to be with me.  They stopped talking to the girl I was with."
joy,The day some friends of mine and I decided to go to Galicia on holiday.
fear,"Before an exam which I, finally did not take."
anger,At home when they lost three pieces of my puzzle.
sadness,When I had an argument with a friend.
disgust,When I am dirty because I have not had a shower for a few days.
shame,Once I did not have enough money to pay for a coffee.
guilt,After an argument with a friend of mine.
joy,A friend of mine told me that I had passed the entrance exam to the university.
fear,Before taking an exam.
anger,My family told me to leave if I was not willing to accept the conditions they imposed on me.
sadness,A friend of mine called me when I was not at home.  I phoned her back to know what she wanted and she told me that she had dialled the wrong number.
disgust,I had to change a baby's clothes for the first time.
shame,I fell outside the door of my house.
guilt,My younger sister was almost run over by a lorry.
joy,When my brother was born.
fear,When I almost fell down from some rocks because I had been acting foolishly and playing dangerously.
anger,Once I saw some children hunting a cat to death.
sadness,The death of a friend.
disgust,When I saw a scene on T.V where a castration was shown.
shame,Once I answered my father rudely.
guilt,When my brother ran away from home and I thought it was because of my continously scolding him.
joy,When I saw that I had passed the university entrance exam.  It made me forget all my problems.
fear,When I was ten I got shut in the school with a friend.  I had to jump out of a window and cross a beam 10 metres high.
anger,When I was told that a boy did not want to be my friend without any apparent reason.
sadness,When I learnt that a boy I liked had been with a girl for three years.
disgust,When a very dirty class-mate farted in my  presence.  There was a terrible smell.
shame,When I realized that I had a hole in my trousers after having gone for a walk.
guilt,When I had an argument with my grandfather the day my younger brother was born.
joy,"When I saw my 16 year old sister at home after having waited for her all night, not knowing where she was."
fear,While I was waiting for them to give me the marks of the most difficult subject this year.
anger,"I had an argument with my mother because I criticized the rules she imposes at home, which are too rigid and arbitrary for me."
sadness,When I learned that a friend of mine had not been speaking to her boyfriend for a week after an argument because of unfounded jealousy.
disgust,On seeing a scene of an accident in a magazine.
shame,A few days back I had to ask a professor a ridiculous question because I had lost at a game of cards and had to pay a forfeit.
guilt,When I shouted at my mother when she was nervous and depressed.
joy,After several days delay in my girlfriend's menstration I was very glad to see that the pregnancy test was negative.
fear,"When I saw a TV program on the North American military plan called \The startwar\""."""
anger,I felt angry when I saw on T.V the last slaughter of negroes in South Africa.
sadness,When I saw the pictures of the draught in Etiopia.
disgust,Whenever I see an alcoholic.
shame,"On New Year's Eve, when I went to the house of my girlfriend's parents to meet them."
guilt,When I failed an exam for which I knew that I had not studied hard enough.
joy,The day the Real Madrid team of basket ball qualified for the final at Athens.
fear,The last time I was face to face with with the monstrous dog which lives in my street.
anger,"During a trivial (friendly) discussion, one of the participants made an intervention which made me feel uncomfortable."
sadness,When I heard the last regulation of the socialist govrenment concerning pensions.
disgust,When I got to know the details if the famine in East Africa.
shame,"The last time I had to phone the Registry, after having called them so many times in the last few days."
guilt,"During an argument with my brother, I behaved rather intransigently, even cruelly, wishing to morally hurt the \person\"" opposed to me."""
joy,When I passed an important exam.
fear,"In a rather important exam, when they caught me red handed copying."
anger,"When my father addressed me directly and maliciously, thus including me in the \family war\""."""
sadness,When my parents got divorced.
disgust,"When I was a child, one day while playing, I fell up to my waist in mud."
shame,When I was dismissed from a job after having been accused of theft.
guilt,"When I was with a girl who seemed to love me, while I was with her just to go to bed with her."
joy,When I passed an exam which I had failed last year.
fear,When I go out alone at night.
anger,A murder.
sadness,When I failed two subjects last year.
disgust,When I see people who have no sentiments.
shame,"I think that I am rather shy and do not mix with people as I would have liked to, out of shyness."
guilt,When I triffled with other people.
joy,When I was told that I could take a week off and go for a trip with my friends.
fear,Every time I went home with my school report.
anger,"During an argument between friends, one of them accused me of taking advantage of some other friends who usually come to the university in my car, saying that I ask them too much money for the petrol."
sadness,When I learned that two of my friends had had a serious car accident.
disgust,A young man was insulting and humiliating a drunken man.
shame,My aunt phoned me to ask me why I had refused the her invitation to dinner at her home on the New Year's Eve.
guilt,"I was with a girl one night and then did not call her again, although she had asked me to do so."
joy,When I saw that I had passed an exam.  It was the last chance and there was a lot at stake.
fear,"On a trip to Santander we wanted to stop at a curve because a friend was sick, and the car skidded of the gravel."
anger,My cousins were playing at home and one of them broke a decorative object which was very precious to me.
sadness,All my friends arranged to go for an afternoon snack and they did not tell me.  They told me that they did not have my phone number but I do not think that this was true.
disgust,When I saw a film where a black was rapeing a girl while another one was filming it for a pornographic movie.
shame,I was swimming in the sea and a wave took the top part of my bikini away.
guilt,I was looking after a child and she fell down because I was not paying her much attention.  One side of her face got bruised.
joy,"When I pass exams, or when a close friend of mine recovered from an illness,etc."
fear,"Fights that I see in the middle of the street, robberies, fear of darkness when going home."
anger,"During a family discussion on my future and my prospects as a student, they accused me of not bothering about looking for a job to assume my financial situation."
disgust,"Some people whom I do not like at all, and one of the reasons is their physical appearance."
shame,"For example, to feel bad because of one's attire, to be among people who do not belong to the same social class, to give a wrong answer in class, to be surprised in particular situations."
guilt,Some of my friends had an argument.  I had earlier phoned one of them and that may have influenced him to argue.
joy,When I met a very close friend of mine after one year of separation.
fear,There was an earthquake for several minutes and I was on the eight floor.
anger,An argument among several friends because of the irrational behavior of one of them who fell out with us for no reason and said that we were to blame.
sadness,"A class-mate died after being two months in coma, after a car accident."
disgust,Pictures of Nazi extermination camps on a T.V program.
shame,Equivocal situation when filling a security questionnaire on entering a government building with several people there.
guilt,I left a boy with whom I was going around without giving him any explanations.
joy,When my sister was born.
fear,When they tried to rob me.
anger,When I failed an exam unfairly.
sadness,When my grandmother died.
disgust,When I see dead dogs on the road.
shame,When I went to see the doctor and had to take my clothes off so that he could examine me.
guilt,When my parents quarelled over something I had done and which was wrong.
joy,When my little sister was born.
fear,"When I was attending an authorized demonstrationand the police rushed brutally at the demonstrators, without any warning."
anger,"When a professor of this faculty laughed at, and was suspicious of a composition written by a class-mate and me."
sadness,"The death of a relative, friend, or someone I esteem."
disgust,When I saw a very disagreable scene.
shame,When I had to represent my boss at a meeting.
guilt,When I inadvertantly made some close friends and relatives feel bad.
joy,When I passed an exam.
fear,When they threatened me with a knife to take my money.
anger,When I failed an exam I thought I would pass.
sadness,When my dog died.
disgust,When I saw an accident where the man lost his head.
shame,When I tripped while getting on a bus.
guilt,When I hurt a person's feelings.
joy,"I had not seen my brother for five years as he was not in Spain.   When he arrived at the airport, I felt great joy."
fear,When two drug addicts tried to take away my money.
anger,When I saw my brother being attacked and I could not do anything.
sadness,When a class-mate died.
disgust,When a person saw that I was accused of something I had not done and did not do anything to defend me.
shame,When inadvertantly I found myself in the ladies room.
guilt,When I broke something and a friend of mine was blamed.
joy,I got my driving licence after they had frightened me with it's difficulty.
fear,"When I had to walk over three kms through a field which had wild bulls, because my car had broken down."
anger,"When I saw a man hitting a child of 2 years without any consideration, simply because the child had been leaning against a window."
sadness,A friend of mine who was driving a car ahead of me died in a car accident.
disgust,When I had to dissect a live mouse at school.
shame,When I was a child I had to recite a poem in a show at the end of the term.
guilt,"When I saw a program on Ethiopia on T.V, a fews hours earlier I had thrown away some clothes and food."
joy,When I saw that the mark I had obtained in an exam was a good one.
fear,We were in the country and I walked away from the others one night.  Suddenly something moved sharply in front of me and I was not able to see what it was.
anger,"When I was young, I became very angry as I was not allowed to stay up all night for the fair in my town."
sadness,When summer is over and I have to leave the town where I spend my holidays.
